ID,Artist_ID,Album_Title,Genre,Year,Tracks,Sales,Avg_Rating,Controversy_Std,Sales_Potential_Score,Artistic_Value_Score,Composite_Score,Investment_Grade,Recommendation
5330,19243,Miss Johnson Just for Remarkable Lamacorno Tutti i Frutti,Brit-Pop,2009,3,46908,5.0,0.0,89.4995,100.0,94.224725,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
59232,23906,Beautiful People Anxious Color Goes Legs,Pop,2007,2,770801,4.5,0.0,94.952,93.0,94.0736,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
14604,22830,Actual Fireworker Zeus Mantra,Rap,2002,3,954791,4.5,0.0,94.9285,93.0,94.060675,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
5151,33857,Verdura in Da Jeans,Parody,2002,3,884417,4.5,0.0,94.9285,93.0,94.060675,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
9666,17251,Tall Mad Complete Unfair,Indie,2005,4,372514,5.0,0.0,89.05,100.0,93.97749999999999,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
2138,38188,Syria Typical,Unplugged,2000,5,196472,5.0,0.0,89.008,100.0,93.95439999999999,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
14510,37655,Kenworth Serious Reasonable Eat Drink and Be Merry,J-Rock,2004,3,499092,4.5,0.0,94.4275,93.0,93.785125,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
42327,25109,To my Best Poland Sing,Latino,2004,3,280661,4.5,0.0,94.4275,93.0,93.785125,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
46897,35239,Nissan Squirrels Daimler Excalibur,Electro-Pop,2005,3,44494,4.5,0.0,94.15299999999999,93.0,93.63415,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
34978,19522,Dancer Dog Miss Johnson Jeep Two,Rap,2011,2,74764,4.5,0.0,93.903,93.0,93.49665000000002,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
3938,10168,My Worst Mathematician,Hard Rock,2011,2,78492,4.5,0.0,93.903,93.0,93.49665000000002,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
71245,28118,Shame Of Loves Detailed Skoda,Pop-Rock,2011,2,907622,4.5,0.0,93.903,93.0,93.49665000000002,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
33050,32686,Don't Talk to Gentle Else Lizard Catadiottro,Blues,2002,5,939208,5.0,0.0,88.14800000000001,100.0,93.48140000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
46768,43394,Inner Big,Ambient,2006,3,195249,4.5,0.0,93.87100000000001,93.0,93.47905,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
96680,19532,Goblin State of Loves Secret Son,Pop-Rock,2001,4,119158,4.5,0.0,93.839,93.0,93.46145000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
38548,29248,Bertie Said Israel Cereals Typical,Black Metal,2009,4,266985,5.0,0.0,87.31400000000001,100.0,93.02270000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
61765,32817,Cute As Lopez,Latino,2004,5,840434,5.0,0.0,87.27000000000001,100.0,92.9985,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
73294,38863,Kiss My Fiat,Pop,2015,2,23530,4.5,0.0,92.64250000000001,93.0,92.80337500000002,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
68502,10509,Yesterday Black That Doggies Big,Rock,2015,2,199301,4.5,0.0,92.64250000000001,93.0,92.80337500000002,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
25628,21133,Are Volkswagen,Pop-Rock,2005,4,462020,4.5,0.0,92.565,93.0,92.76075,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
99595,8779,Inside the Song Rock 'n' Roll,Rock,2000,5,379614,4.5,0.0,92.52850000000001,93.0,92.74067500000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
52188,42105,Better Loves,Holy Metal,2000,5,286426,4.5,0.0,92.52850000000001,93.0,92.74067500000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
11116,41636,Tiger Cultural Huge Green Strong,Punk,2000,6,643281,5.0,0.0,86.745,100.0,92.70975000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
2770,22990,Alive Estar Abuse Bling-a-ding,Deep House,2006,4,728463,4.5,0.0,92.27499999999999,93.0,92.60125,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
35118,23232,Porsche,Black Metal,2001,5,501627,4.5,0.0,92.238,93.0,92.58090000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
79902,2157,Reloaded Mike Driver,Electro-Pop,2011,4,808518,5.0,0.0,86.335,100.0,92.48425,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
77745,33824,Down Economist Yesterday Squirrels Of Love,Dance,2006,5,425169,5.0,0.0,86.276,100.0,92.45179999999999,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
58999,9416,Forever Good Big For You,Pop,2012,3,218852,4.5,0.0,91.986,93.0,92.44230000000002,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
51473,17034,Like Responsible Bear,Ambient,2001,2,829752,4.833333333333333,0.28867513459481287,90.131,95.0,92.32205,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
55009,15412,We Invented Music Bro,Blues,2008,4,166822,4.5,0.0,91.597,93.0,92.22835,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
57154,18567,Chef Ride Yesterday Dacia,Lounge,2017,3,572479,5.0,0.0,85.846,100.0,92.21530000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
80536,42787,Towering In the Sky Aggressive Slovak Make it,Alternative,2003,5,138356,4.5,0.0,91.561,93.0,92.20855,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
17845,34155,My Best Bailando Vauxhall,Indie,2012,4,908680,5.0,0.0,85.8,100.0,92.19,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
26925,1313,Relax Believe Chocolate Sheep,Gospel,2005,2,808472,4.0,0.0,97.2265,86.0,92.174575,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
67440,41289,Heat,Alternative,2005,2,625593,4.0,0.0,97.2265,86.0,92.174575,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
87064,40724,Better Miss Magenta Connect,Indie,2000,3,598890,4.0,0.0,97.209,86.0,92.16495,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
51411,46530,Never Forget The Banana Goblin,Trap,2002,2,578306,4.833333333333333,0.28867513459481287,89.75,95.0,92.11250000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
41430,514,They Were Bless My Worst Hungary Chinchilla,Indie,2001,3,591302,4.0,0.0,97.05,86.0,92.07750000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
43533,24577,Uzbekistan,Punk,2002,2,189483,4.666666666666667,0.28867513459481287,90.958,93.33333333333333,92.02690000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
55706,45315,Loves Alligator Lover,Boy Band,2007,2,136282,4.0,0.0,96.914,86.0,92.0027,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
65136,46131,Uzbek,Compilation,2018,3,948056,5.0,0.0,85.309,100.0,91.91995,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
2230,32588,Persian Former Pencil Speed Effect,Latino,2013,4,107726,5.0,0.0,85.265,100.0,91.89575,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
44419,14775,Lovers Educational Cute,Folk,2003,2,235842,4.833333333333333,0.28867513459481287,89.3525,95.0,91.89387500000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
8684,22801,Confident,K-Pop,2003,2,556365,4.833333333333333,0.28867513459481287,89.3525,95.0,91.89387500000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
8401,8319,The Star,Electro-Pop,2003,2,37281,4.666666666666667,0.28867513459481287,90.575,93.33333333333333,91.81625,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
81241,11993,Sgarbi Capra,Pop,2000,6,736165,4.5,0.0,90.764,93.0,91.7702,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
8441,49040,Pleasant Mix,Ambient,2000,4,666197,4.0,0.0,96.32,86.0,91.676,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
60876,31291,Down,Unplugged,2004,2,923782,4.666666666666667,0.28867513459481287,90.191,93.33333333333333,91.60505,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
21721,39281,Like,Lounge,2014,4,624760,5.0,0.0,84.72800000000001,100.0,91.60040000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
96811,3552,Alexander Platz Huge Logical,Latino,2006,3,746127,4.0,0.0,96.16,86.0,91.58800000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
42710,47048,Follow Arabia Heat Gnu Huge,Deep House,2006,5,50666,4.5,0.0,90.412,93.0,91.57660000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
8113,40912,Recent,Alternative,2009,5,328238,5.0,0.0,84.675,100.0,91.57124999999999,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
13032,10391,Renault Assistant Klingon Lover,Rock,2012,2,230142,4.0,0.0,95.97,86.0,91.4835,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
539,17719,Balance Computer Hardware,Indie,2005,2,469946,4.833333333333333,0.28867513459481287,88.505,95.0,91.42775,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
40723,10632,FAW,Indie,2017,3,423048,4.5,0.0,90.0955,93.0,91.402525,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
12479,31074,Honored For my Rich,Unplugged,2017,3,601816,4.5,0.0,90.0955,93.0,91.402525,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
7652,17097,Goodbye my Old Adjoining Impressive Hebrew,Latino,2005,2,652507,4.666666666666667,0.28867513459481287,89.81099999999999,93.33333333333333,91.39605,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
6130,31011,Heart Dongfeng Soups,Parody,2005,2,835834,4.666666666666667,0.28867513459481287,89.81099999999999,93.33333333333333,91.39605,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
78749,49244,Icelandic Kia Hills Mandarin Secretive Typical,Brit-Pop,2005,2,961247,4.666666666666667,0.28867513459481287,89.81099999999999,93.33333333333333,91.39605,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
63108,40484,Israel Mouse,Brit-Pop,2000,3,455140,4.666666666666667,0.28867513459481287,89.771,93.33333333333333,91.37405000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
46176,21124,Invention Italian,Brit-Pop,2007,5,543878,4.5,0.0,90.0185,93.0,91.360175,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
55877,23051,Time Mind Enemy From the Streets Eleven,Boy Band,2007,5,597468,4.5,0.0,90.0185,93.0,91.360175,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
31932,42091,Tata Motors Primrose,Pop-Rock,2010,5,205064,5.0,0.0,84.125,100.0,91.26875000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
17170,29272,Story of Additional Heat Afraid,Rap,2006,2,565400,4.666666666666667,0.28867513459481287,89.401,93.33333333333333,91.17054999999999,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
12758,28817,The Holy Thunder Of Alligator,Holy Metal,2001,3,953460,4.666666666666667,0.28867513459481287,89.366,93.33333333333333,91.1513,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
51369,29321,Coati Southern I'm Gonna Gentle Electrical,Parody,2005,4,435826,4.0,0.0,95.2645,86.0,91.09547500000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
39948,47149,Mitsubishi,Indie,2005,4,811845,4.0,0.0,95.2645,86.0,91.09547500000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
55771,43719,South Levantine Marigold The Manigold,Unplugged,2000,5,675395,4.0,0.0,95.248,86.0,91.08640000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
65349,833,Bling-a-ding,Techno,2016,4,797995,5.0,0.0,83.59400000000001,100.0,90.97670000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
89758,3451,Horses Tiger,Rock,2016,4,243517,5.0,0.0,83.59400000000001,100.0,90.97670000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
57356,43830,Geese Don't Talk to,Unplugged,2016,4,777891,5.0,0.0,83.59400000000001,100.0,90.97670000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
94596,7630,Don't Talk to I Really Want,Pop,2019,3,308688,4.5,0.0,89.31400000000001,93.0,90.9727,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
97034,14475,The,Alternative,2011,5,361108,5.0,0.0,83.548,100.0,90.9514,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
40416,33369,Of Lover Bat The Queen Substantial,Death Metal,2007,2,204695,4.666666666666667,0.28867513459481287,88.992,93.33333333333333,90.94560000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
13014,30881,For You Story of,Techno,2007,2,265861,4.833333333333333,0.28867513459481287,87.62,95.0,90.941,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
10712,4201,Pony You Ugly Green,Indie,2002,3,385566,4.666666666666667,0.28867513459481287,88.965,93.33333333333333,90.93075,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
5187,16646,You're My Shooting Star,Country,2002,3,676019,4.833333333333333,0.28867513459481287,87.583,95.0,90.92065,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
83758,46144,Towering,Folk,2006,6,228444,5.0,0.0,83.488,100.0,90.9184,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
103,22206,Chinchilla,Boy Band,2001,7,275814,5.0,0.0,83.4175,100.0,90.879625,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
75236,15147,Arabia Will Music Sister,Holy Metal,2001,7,867602,5.0,0.0,83.4175,100.0,90.879625,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
27369,18988,Of Love Bus Song,Pop-Rock,2002,2,334974,4.333333333333333,0.28867513459481287,93.142,88.0,90.8281,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
63906,25890,La Barba Cresce Never Too Much,Western,2002,2,1823,4.333333333333333,0.28867513459481287,93.142,88.0,90.8281,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
40709,36791,Arabia Alleged Pencil Matter,J-Rock,2002,2,378207,4.333333333333333,0.28867513459481287,93.142,88.0,90.8281,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
90851,24611,Spine Unlikely Flippin Wonderful,Heavy Metal,2001,2,234934,4.166666666666667,0.28867513459481287,94.362,86.33333333333334,90.74910000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
13909,19203,Califiornia Like Spaghetti The,Dance,2008,2,39249,4.666666666666667,0.28867513459481287,88.575,93.33333333333333,90.71625,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
30176,44153,Sunshine Tomorrow,Death Metal,2008,2,875855,4.666666666666667,0.28867513459481287,88.575,93.33333333333333,90.71625,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
57085,17279,Miss Pregnant China Boy Discovery,Pop,2008,2,157937,4.666666666666667,0.28867513459481287,88.575,93.33333333333333,90.71625,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
18780,12548, cuddly Scream Assistant,Rap,2018,2,234278,4.0,0.0,94.571,86.0,90.71405000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
65507,45941,Yesterday Deafening Pakistan General,Boy Band,2013,3,555440,4.0,0.0,94.544,86.0,90.6992,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
36841,31941,Catch me My Old,Indie,2005,6,223950,4.5,0.0,88.7705,93.0,90.673775,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
95686,24523,Asleep Hijazi Chameleon Clamp,Pop-Rock,2005,6,685379,4.5,0.0,88.7705,93.0,90.673775,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
82321,27353,Of Mercedes Important,Pop-Rock,2003,3,993082,4.833333333333333,0.28867513459481287,87.104,95.0,90.6572,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
53784,10556,Tomorrow Turkmenistan,Trap,2012,5,191277,5.0,0.0,82.935,100.0,90.61425,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
82562,14875,The Long And Winding Road Chrysler,Indie,2007,6,515747,5.0,0.0,82.8885,100.0,90.588675,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
59903,6254,Bangla Vauxhall,Indie,2007,6,861411,5.0,0.0,82.8885,100.0,90.588675,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
58340,24195,Automotive mechanic Entire Advisor Shy Dongfeng,J-Rock,2002,2,59359,4.166666666666667,0.28867513459481287,94.06700000000001,86.33333333333334,90.58685000000003,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
7594,21455,Ametista Of Love Computer Systems,Compilation,2014,3,762540,4.0,0.0,94.294,86.0,90.5617,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
23362,15168,Informal Available Wipe,Unplugged,2004,5,542140,4.0,0.0,94.24249999999999,86.0,90.533375,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
5531,23824,I'm Da Real Ampelmann Lose Control,Punk,2004,5,524907,4.0,0.0,94.24249999999999,86.0,90.533375,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
5299,19346,Allegoric Turkey Chicken,Rap,2016,4,621144,4.5,0.0,88.425,93.0,90.48375,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
29684,33261,Time,Parody,2009,2,800232,4.666666666666667,0.28867513459481287,88.122,93.33333333333333,90.4671,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
60679,36789,Algerian Cow Federal Alleged Hebrew,Pop,2004,3,569564,4.666666666666667,0.28867513459481287,88.083,93.33333333333333,90.44565,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
98303,29805,Aboriginal Wine,Live,2003,2,268244,4.166666666666667,0.28867513459481287,93.798,86.33333333333334,90.43890000000002,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
4146,3373,Available In the Sky Intelligent Turkey In the Night,Gospel,2009,2,170798,4.833333333333333,0.28867513459481287,86.697,95.0,90.43335,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
76838,29365,Sunshine Morining Summer Death,Progressive,2006,6,454425,4.5,0.0,88.33149999999999,93.0,90.43232499999999,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
99189,24475,Shivering Thinking Of You Angel,Lounge,2006,6,406656,4.5,0.0,88.33149999999999,93.0,90.43232499999999,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
90180,9059,Call me Careful Sheet,Western,2004,3,78275,4.833333333333333,0.28867513459481287,86.6495,95.0,90.40722500000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
61049,28366,Full of History No Human,Pop,2004,3,758886,4.833333333333333,0.28867513459481287,86.6495,95.0,90.40722500000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
54324,43546,Indonesian,Latino,2005,2,530810,4.333333333333333,0.28867513459481287,92.16499999999999,88.0,90.29075,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
41808,29760,Forgive Cuddly,Pop-Rock,2000,3,116679,4.333333333333333,0.28867513459481287,92.144,88.0,90.2792,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
21372,5208,High School Never Ends,Boy Band,2016,3,487333,4.0,0.0,93.723,86.0,90.24765000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
12354,20391,Luxermbourgish,Jazz,2006,5,461221,4.0,0.0,93.67999999999999,86.0,90.224,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
69124,11141,Central Station Tiger House,Brit-Pop,2010,2,792938,4.666666666666667,0.28867513459481287,87.669,93.33333333333333,90.21795,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
72438,37081,Price Teacher Full of They,Jazz,2012,5,887585,4.5,0.0,87.922,93.0,90.2071,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
34168,34537,Needy Environmental Glossy,Latino,2005,3,407594,4.666666666666667,0.28867513459481287,87.63300000000001,93.33333333333333,90.19815000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
85016,41189,Najdi Architect Ferret,Retro,2000,4,593574,4.666666666666667,0.28867513459481287,87.61,93.33333333333333,90.1855,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
54331,17796,Manager,Pop,2000,4,271676,4.666666666666667,0.28867513459481287,87.61,93.33333333333333,90.1855,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
38296,40324,Peugeot Kia Hills Sings Yesterday,Metal,2000,4,876458,4.666666666666667,0.28867513459481287,87.61,93.33333333333333,90.1855,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
97665,16682,Shivering Thinking Of You Angel,Lounge,2002,7,71843,4.5,0.0,87.82900000000001,93.0,90.15595000000002,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
53621,8363,Jollar Boring,Trap,2005,3,678254,4.833333333333333,0.28867513459481287,86.11,95.0,90.1105,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
99270,14042,Go! My Best Hungary,Western,2005,2,689988,4.166666666666667,0.28867513459481287,93.19800000000001,86.33333333333334,90.10890000000002,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
86749,26432,Believe In the Sky Find Entertaining,Folk,2006,2,165709,4.333333333333333,0.28867513459481287,91.83200000000001,88.0,90.10760000000002,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
80870,253,Actual Chapter book,K-Pop,2000,3,454059,4.166666666666667,0.28867513459481287,93.1655,86.33333333333334,90.091025,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
24597,30015,Anxious OCamel Spanish,Hard Rock,2000,3,186528,4.166666666666667,0.28867513459481287,93.1655,86.33333333333334,90.091025,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
29214,2198,Flippin Carrots Egypt Cause,Blues,2001,3,466981,4.333333333333333,0.28867513459481287,91.797,88.0,90.08835,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
11410,27058,Several Psychedelic They Were,Jazz,2017,3,261643,4.0,0.0,93.428,86.0,90.0854,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
15879,12937,Horses Prince Of Vanuatu Better Off,Parody,2007,5,981105,4.0,0.0,93.378,86.0,90.0579,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
92656,19406,War Distinct Principale Informal,Progressive,2018,4,540245,4.5,0.0,87.536,93.0,89.9948,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
49733,26957,Civil Alexander Platz,Lounge,2011,2,688889,4.666666666666667,0.28867513459481287,87.2445,93.33333333333333,89.984475,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
73035,21081,Rhinoceros,Indie,2011,2,515181,4.666666666666667,0.28867513459481287,87.2445,93.33333333333333,89.984475,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
72701,7094,Dancer White Trick Hands I Wanna be In,Folk,2014,5,694305,5.0,0.0,81.755,100.0,89.96525,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
891,37514,I'm On Instagram Puma,Pop-Rock,2006,3,32956,4.666666666666667,0.28867513459481287,87.1925,93.33333333333333,89.95587499999999,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
4315,43085,Slovak Guitar Italian Sky My,Death Metal,2006,3,455113,4.666666666666667,0.28867513459481287,87.1925,93.33333333333333,89.95587499999999,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
59844,23311,DJ Mix Mouse Thunder,Death Metal,2009,6,934885,5.0,0.0,81.688,100.0,89.92840000000001,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics; Proven sales track record
71974,18866,You are my Sweet,Pop,2006,2,564819,4.166666666666667,0.28867513459481287,92.86,86.33333333333334,89.923,S - Must Sign,Critically acclaimed; High commercial potential; Consensus among critics
